TKR,C/P,STRIKE,OPTKR,EXPDAY
AHT,C,10,AHT   210618C00010000,2021-06-18
AHT,P,2.5,AHT   210618P00002500,2021-06-18
AHT,P,4.99,"",2021-06-18
AHT,P,5,AHT   210618P00005000,2021-06-18
AHT,C,2.5,AHT   210716C00002500,2021-07-16
AHT,C,4.99,"",2021-07-16
AHT,C,5,AHT   210716C00005000,2021-07-16
AHT,C,7.5,AHT   210716C00007500,2021-07-16
AHT,P,4.99,"",2021-07-16
AHT,P,5,AHT   210716P00005000,2021-07-16
AI,C,64.55,"",2021-06-18
AI,C,65,AI    210618C00065000,2021-06-18
AI,C,70,AI    210618C00070000,2021-06-18
AI,C,75,AI    210618C00075000,2021-06-18
AI,C,80,AI    210618C00080000,2021-06-18
AI,C,85,AI    210618C00085000,2021-06-18
AI,C,100,AI    210618C00100000,2021-06-18
AI,P,50,AI    210618P00050000,2021-06-18
AI,P,60,AI    210618P00060000,2021-06-18
AI,P,64.55,"",2021-06-18
AI,P,65,AI    210618P00065000,2021-06-18
AI,P,100,AI    210618P00100000,2021-06-18
AI,C,64.55,"",2021-07-16
AI,C,75,AI    210716C00075000,2021-07-16
AI,C,100,AI    210716C00100000,2021-07-16
AIG,C,50,AIG   210618C00050000,2021-06-18
AIG,C,52.5,AIG   210618C00052500,2021-06-18
AIG,C,53.42,"",2021-06-18
AIR,C,41.5,"",2021-08-20
AIR,C,45,AIR   210820C00045000,2021-08-20
AIR,C,50,AIR   210820C00050000,2021-08-20
AIV,C,7.17,"",2021-06-18
AIV,C,7.5,AIV   210618C00007500,2021-06-18
AIV,C,10,AIV   210618C00010000,2021-06-18
AKAM,C,115,AKAM  210618C00115000,2021-06-18
AKAM,C,116.11,"",2021-06-18
AKAM,P,90,AKAM  210618P00090000,2021-06-18
AKAM,P,95,AKAM  210618P00095000,2021-06-18
AKAM,P,116.11,"",2021-06-18
AKAM,P,90,AKAM  210716P00090000,2021-07-16
AKAM,P,116.11,"",2021-07-16
AKBA,C,3.36,"",2021-06-18
AKBA,C,3.5,AKBA  210618C00003500,2021-06-18
AKBA,P,3,AKBA  210618P00003000,2021-06-18
AKBA,P,3.36,"",2021-06-18
AKBA,C,3,AKBA  210716C00003000,2021-07-16
AKBA,C,3.36,"",2021-07-16
AKBA,C,4.5,AKBA  210716C00004500,2021-07-16
AKBA,C,7.5,AKBA  210716C00007500,2021-07-16
AKBA,P,3,AKBA  210716P00003000,2021-07-16
AKBA,P,3.36,"",2021-07-16
AKTS,C,10.11,"",2021-06-18
AKTS,C,17.5,AKTS  210618C00017500,2021-06-18
AL,P,46.73,"",2021-07-16
AL,P,55,AL    210716P00055000,2021-07-16
ALDX,C,12.68,"",2021-06-18
ALDX,C,15,ALDX  210618C00015000,2021-06-18
ALK,C,65.48,"",2021-06-18
ALK,C,75,ALK   210618C00075000,2021-06-18
ALKS,C,23.07,"",2021-08-20
ALKS,C,25,ALKS  210820C00025000,2021-08-20
ALKS,P,20,ALKS  210820P00020000,2021-08-20
ALKS,P,23.07,"",2021-08-20
ALL,C,136.54,"",2021-06-18
ALL,C,140,ALL   210618C00140000,2021-06-18
ALLT,C,18.9,"",2021-06-18
ALLT,C,20,ALLT  210618C00020000,2021-06-18
ALLY,C,50,ALLY  210618C00050000,2021-06-18
ALLY,C,55,ALLY  210618C00055000,2021-06-18
ALLY,C,55.4,"",2021-06-18
ALLY,P,20,ALLY  210618P00020000,2021-06-18
ALLY,P,55,ALLY  210618P00055000,2021-06-18
ALLY,P,55.4,"",2021-06-18
ALLY,C,45,ALLY  210716C00045000,2021-07-16
ALLY,C,55.4,"",2021-07-16
ALSK,C,3.34,"",2021-07-16
ALSK,C,5,ALSK  210716C00005000,2021-07-16
ALT,C,12.97,"",2021-06-18
ALT,C,20,ALT   210618C00020000,2021-06-18
ALTO,C,6.01,"",2021-06-18
ALTO,C,7.5,ALTO  210618C00007500,2021-06-18
ALTO,C,5,ALTO  210716C00005000,2021-07-16
ALTO,C,6,ALTO  210716C00006000,2021-07-16
ALTO,C,6.01,"",2021-07-16
ALTO,C,7,ALTO  210716C00007000,2021-07-16
ALTO,C,8,ALTO  210716C00008000,2021-07-16
AM,C,9.96,"",2021-06-18
AM,C,10,AM    210618C00010000,2021-06-18
AM,C,12.5,AM    210618C00012500,2021-06-18
AM,P,7.5,AM    210618P00007500,2021-06-18
AM,P,9.96,"",2021-06-18
AMAT,C,120,AMAT  210618C00120000,2021-06-18
AMAT,C,125,AMAT  210618C00125000,2021-06-18
AMAT,C,130,AMAT  210618C00130000,2021-06-18
AMAT,C,135,AMAT  210618C00135000,2021-06-18
AMAT,C,140,AMAT  210618C00140000,2021-06-18
AMAT,C,140.01,"",2021-06-18
AMAT,C,145,AMAT  210618C00145000,2021-06-18
AMAT,C,150,AMAT  210618C00150000,2021-06-18
AMAT,C,175,AMAT  210618C00175000,2021-06-18
AMAT,P,100,AMAT  210618P00100000,2021-06-18
AMAT,P,110,AMAT  210618P00110000,2021-06-18
AMAT,P,115,AMAT  210618P00115000,2021-06-18
AMAT,P,120,AMAT  210618P00120000,2021-06-18
AMAT,P,125,AMAT  210618P00125000,2021-06-18
AMAT,P,130,AMAT  210618P00130000,2021-06-18
AMAT,P,140.01,"",2021-06-18
AMAT,C,135,AMAT  210716C00135000,2021-07-16
AMAT,C,140,AMAT  210716C00140000,2021-07-16
AMAT,C,140.01,"",2021-07-16
AMAT,C,145,AMAT  210716C00145000,2021-07-16
AMAT,C,155,AMAT  210716C00155000,2021-07-16
AMAT,P,90,AMAT  210716P00090000,2021-07-16
AMAT,P,115,AMAT  210716P00115000,2021-07-16
AMAT,P,140.01,"",2021-07-16
AMAT,P,145,AMAT  210716P00145000,2021-07-16
AMAT,C,140,AMAT  210820C00140000,2021-08-20
AMAT,C,140.01,"",2021-08-20
AMAT,P,140,AMAT  210820P00140000,2021-08-20
AMAT,P,140.01,"",2021-08-20
AMC,C,7,AMC   210618C00007000,2021-06-18
AMC,C,8,AMC   210618C00008000,2021-06-18
AMC,C,9,AMC   210618C00009000,2021-06-18
AMC,C,10,AMC   210618C00010000,2021-06-18
AMC,C,11,AMC   210618C00011000,2021-06-18
AMC,C,12,AMC   210618C00012000,2021-06-18
AMC,C,13,AMC   210618C00013000,2021-06-18
AMC,C,14,AMC   210618C00014000,2021-06-18
AMC,C,15,AMC   210618C00015000,2021-06-18
AMC,C,16,AMC   210618C00016000,2021-06-18
AMC,C,16.5,AMC   210618C00016500,2021-06-18
AMC,C,17,AMC   210618C00017000,2021-06-18
AMC,C,18,AMC   210618C00018000,2021-06-18
AMC,C,19,AMC   210618C00019000,2021-06-18
AMC,C,20,AMC   210618C00020000,2021-06-18
AMC,C,21,AMC   210618C00021000,2021-06-18
AMC,C,22,AMC   210618C00022000,2021-06-18
AMC,C,23,AMC   210618C00023000,2021-06-18
AMC,C,24,AMC   210618C00024000,2021-06-18
AMC,C,25,AMC   210618C00025000,2021-06-18
AMC,C,26,AMC   210618C00026000,2021-06-18
AMC,C,27,AMC   210618C00027000,2021-06-18
AMC,C,28,AMC   210618C00028000,2021-06-18
AMC,C,30,AMC   210618C00030000,2021-06-18
AMC,C,34,AMC   210618C00034000,2021-06-18
AMC,C,35,AMC   210618C00035000,2021-06-18
AMC,C,39,AMC   210618C00039000,2021-06-18
AMC,C,40,AMC   210618C00040000,2021-06-18
AMC,C,41,AMC   210618C00041000,2021-06-18
AMC,C,43,AMC   210618C00043000,2021-06-18
AMC,C,45,AMC   210618C00045000,2021-06-18
AMC,C,47.92,"",2021-06-18
AMC,C,48,AMC   210618C00048000,2021-06-18
AMC,C,50,AMC   210618C00050000,2021-06-18
AMC,C,51,AMC   210618C00051000,2021-06-18
AMC,C,52,AMC   210618C00052000,2021-06-18
AMC,C,53,AMC   210618C00053000,2021-06-18
AMC,C,55,AMC   210618C00055000,2021-06-18
AMC,C,56,AMC   210618C00056000,2021-06-18
AMC,C,59,AMC   210618C00059000,2021-06-18
AMC,C,60,AMC   210618C00060000,2021-06-18
AMC,C,63,AMC   210618C00063000,2021-06-18
AMC,C,65,AMC   210618C00065000,2021-06-18
AMC,C,68,AMC   210618C00068000,2021-06-18
AMC,C,70,AMC   210618C00070000,2021-06-18
AMC,C,73,AMC   210618C00073000,2021-06-18
AMC,C,80,AMC   210618C00080000,2021-06-18
AMC,C,90,AMC   210618C00090000,2021-06-18
AMC,C,95,AMC   210618C00095000,2021-06-18
AMC,C,100,AMC   210618C00100000,2021-06-18
AMC,C,110,AMC   210618C00110000,2021-06-18
AMC,C,120,AMC   210618C00120000,2021-06-18
AMC,C,140,AMC   210618C00140000,2021-06-18
AMC,C,145,AMC   210618C00145000,2021-06-18
AMC,P,0.5,AMC   210618P00000500,2021-06-18
AMC,P,1,AMC   210618P00001000,2021-06-18
AMC,P,2,AMC   210618P00002000,2021-06-18
AMC,P,2.5,AMC   210618P00002500,2021-06-18
AMC,P,3,AMC   210618P00003000,2021-06-18
AMC,P,3.5,AMC   210618P00003500,2021-06-18
AMC,P,4,AMC   210618P00004000,2021-06-18
AMC,P,4.5,AMC   210618P00004500,2021-06-18
AMC,P,5,AMC   210618P00005000,2021-06-18
AMC,P,5.5,AMC   210618P00005500,2021-06-18
AMC,P,6,AMC   210618P00006000,2021-06-18
AMC,P,7,AMC   210618P00007000,2021-06-18
AMC,P,8,AMC   210618P00008000,2021-06-18
AMC,P,9,AMC   210618P00009000,2021-06-18
AMC,P,10,AMC   210618P00010000,2021-06-18
AMC,P,10.5,AMC   210618P00010500,2021-06-18
AMC,P,11,AMC   210618P00011000,2021-06-18
AMC,P,12,AMC   210618P00012000,2021-06-18
AMC,P,12.5,AMC   210618P00012500,2021-06-18
AMC,P,13,AMC   210618P00013000,2021-06-18
AMC,P,13.5,AMC   210618P00013500,2021-06-18
AMC,P,14,AMC   210618P00014000,2021-06-18
AMC,P,14.5,AMC   210618P00014500,2021-06-18
AMC,P,15,AMC   210618P00015000,2021-06-18
AMC,P,16,AMC   210618P00016000,2021-06-18
AMC,P,17,AMC   210618P00017000,2021-06-18
AMC,P,18,AMC   210618P00018000,2021-06-18
AMC,P,19,AMC   210618P00019000,2021-06-18
AMC,P,20,AMC   210618P00020000,2021-06-18
AMC,P,21,AMC   210618P00021000,2021-06-18
AMC,P,24,AMC   210618P00024000,2021-06-18
AMC,P,25,AMC   210618P00025000,2021-06-18
AMC,P,26,AMC   210618P00026000,2021-06-18
AMC,P,27,AMC   210618P00027000,2021-06-18
AMC,P,30,AMC   210618P00030000,2021-06-18
AMC,P,31,AMC   210618P00031000,2021-06-18
AMC,P,35,AMC   210618P00035000,2021-06-18
AMC,P,40,AMC   210618P00040000,2021-06-18
AMC,P,45,AMC   210618P00045000,2021-06-18
AMC,P,47.92,"",2021-06-18
AMC,P,50,AMC   210618P00050000,2021-06-18
AMC,P,60,AMC   210618P00060000,2021-06-18
AMC,C,16,AMC   210716C00016000,2021-07-16
AMC,C,20,AMC   210716C00020000,2021-07-16
AMC,C,25,AMC   210716C00025000,2021-07-16
AMC,C,26,AMC   210716C00026000,2021-07-16
AMC,C,30,AMC   210716C00030000,2021-07-16
AMC,C,33,AMC   210716C00033000,2021-07-16
AMC,C,47.92,"",2021-07-16
AMC,C,50,AMC   210716C00050000,2021-07-16
AMC,C,55,AMC   210716C00055000,2021-07-16
AMC,C,60,AMC   210716C00060000,2021-07-16
AMC,C,70,AMC   210716C00070000,2021-07-16
AMC,P,5,AMC   210716P00005000,2021-07-16
AMC,P,7,AMC   210716P00007000,2021-07-16
AMC,P,8,AMC   210716P00008000,2021-07-16
AMC,P,9,AMC   210716P00009000,2021-07-16
AMC,P,10,AMC   210716P00010000,2021-07-16
AMC,P,11,AMC   210716P00011000,2021-07-16
AMC,P,12,AMC   210716P00012000,2021-07-16
AMC,P,13,AMC   210716P00013000,2021-07-16
AMC,P,14,AMC   210716P00014000,2021-07-16
AMC,P,15,AMC   210716P00015000,2021-07-16
AMC,P,16,AMC   210716P00016000,2021-07-16
AMC,P,18,AMC   210716P00018000,2021-07-16
AMC,P,20,AMC   210716P00020000,2021-07-16
AMC,P,23,AMC   210716P00023000,2021-07-16
AMC,P,24,AMC   210716P00024000,2021-07-16
AMC,P,25,AMC   210716P00025000,2021-07-16
AMC,P,27,AMC   210716P00027000,2021-07-16
AMC,P,28,AMC   210716P00028000,2021-07-16
AMC,P,30,AMC   210716P00030000,2021-07-16
AMC,P,40,AMC   210716P00040000,2021-07-16
AMC,P,47.92,"",2021-07-16
AMC,P,50,AMC   210716P00050000,2021-07-16
AMC,P,60,AMC   210716P00060000,2021-07-16
AMC,C,15,AMC   210820C00015000,2021-08-20
AMC,C,20,AMC   210820C00020000,2021-08-20
AMC,C,25,AMC   210820C00025000,2021-08-20
AMC,C,47.92,"",2021-08-20
AMC,C,70,AMC   210820C00070000,2021-08-20
AMC,P,8,AMC   210820P00008000,2021-08-20
AMC,P,10,AMC   210820P00010000,2021-08-20
AMC,P,12,AMC   210820P00012000,2021-08-20
AMC,P,14,AMC   210820P00014000,2021-08-20
AMC,P,15,AMC   210820P00015000,2021-08-20
AMC,P,18,AMC   210820P00018000,2021-08-20
AMC,P,20,AMC   210820P00020000,2021-08-20
AMC,P,25,AMC   210820P00025000,2021-08-20
AMC,P,30,AMC   210820P00030000,2021-08-20
AMC,P,40,AMC   210820P00040000,2021-08-20
AMC,P,47.92,"",2021-08-20
AMC,P,50,AMC   210820P00050000,2021-08-20
AMD,C,40,AMD   210618C00040000,2021-06-18
AMD,C,50,AMD   210618C00050000,2021-06-18
AMD,C,55,AMD   210618C00055000,2021-06-18
AMD,C,60,AMD   210618C00060000,2021-06-18
AMD,C,70,AMD   210618C00070000,2021-06-18
AMD,C,72.5,AMD   210618C00072500,2021-06-18
AMD,C,75,AMD   210618C00075000,2021-06-18
AMD,C,77.5,AMD   210618C00077500,2021-06-18
AMD,C,80,AMD   210618C00080000,2021-06-18
AMD,C,81,AMD   210618C00081000,2021-06-18
AMD,C,81.63,"",2021-06-18
AMD,C,82,AMD   210618C00082000,2021-06-18
AMD,C,82.5,AMD   210618C00082500,2021-06-18
AMD,C,85,AMD   210618C00085000,2021-06-18
AMD,C,86,AMD   210618C00086000,2021-06-18
AMD,C,87,AMD   210618C00087000,2021-06-18
AMD,C,87.5,AMD   210618C00087500,2021-06-18
AMD,C,90,AMD   210618C00090000,2021-06-18
AMD,C,92.5,AMD   210618C00092500,2021-06-18
AMD,C,95,AMD   210618C00095000,2021-06-18
AMD,C,97.5,AMD   210618C00097500,2021-06-18
AMD,C,100,AMD   210618C00100000,2021-06-18
AMD,C,105,AMD   210618C00105000,2021-06-18
AMD,C,110,AMD   210618C00110000,2021-06-18
AMD,C,115,AMD   210618C00115000,2021-06-18
AMD,C,120,AMD   210618C00120000,2021-06-18
AMD,C,130,AMD   210618C00130000,2021-06-18
AMD,C,140,AMD   210618C00140000,2021-06-18
AMD,C,145,AMD   210618C00145000,2021-06-18
AMD,C,150,AMD   210618C00150000,2021-06-18
AMD,P,35,AMD   210618P00035000,2021-06-18
AMD,P,38,AMD   210618P00038000,2021-06-18
AMD,P,40,AMD   210618P00040000,2021-06-18
AMD,P,45,AMD   210618P00045000,2021-06-18
AMD,P,50,AMD   210618P00050000,2021-06-18
AMD,P,57.5,AMD   210618P00057500,2021-06-18
AMD,P,60,AMD   210618P00060000,2021-06-18
AMD,P,62.5,AMD   210618P00062500,2021-06-18
AMD,P,65,AMD   210618P00065000,2021-06-18
AMD,P,67.5,AMD   210618P00067500,2021-06-18
AMD,P,70,AMD   210618P00070000,2021-06-18
AMD,P,72.5,AMD   210618P00072500,2021-06-18
AMD,P,75,AMD   210618P00075000,2021-06-18
AMD,P,77.5,AMD   210618P00077500,2021-06-18
AMD,P,79,AMD   210618P00079000,2021-06-18
AMD,P,80,AMD   210618P00080000,2021-06-18
AMD,P,81.63,"",2021-06-18
AMD,P,82.5,AMD   210618P00082500,2021-06-18
AMD,P,85,AMD   210618P00085000,2021-06-18
AMD,P,87.5,AMD   210618P00087500,2021-06-18
AMD,P,90,AMD   210618P00090000,2021-06-18
AMD,P,92.5,AMD   210618P00092500,2021-06-18
AMD,P,95,AMD   210618P00095000,2021-06-18
AMD,C,70,AMD   210716C00070000,2021-07-16
AMD,C,75,AMD   210716C00075000,2021-07-16
AMD,C,77.5,AMD   210716C00077500,2021-07-16
AMD,C,80,AMD   210716C00080000,2021-07-16
AMD,C,81.63,"",2021-07-16
AMD,C,82.5,AMD   210716C00082500,2021-07-16
AMD,C,85,AMD   210716C00085000,2021-07-16
AMD,C,87.5,AMD   210716C00087500,2021-07-16
AMD,C,90,AMD   210716C00090000,2021-07-16
AMD,C,92.5,AMD   210716C00092500,2021-07-16
AMD,C,95,AMD   210716C00095000,2021-07-16
AMD,C,97.5,AMD   210716C00097500,2021-07-16
AMD,C,100,AMD   210716C00100000,2021-07-16
AMD,C,105,AMD   210716C00105000,2021-07-16
AMD,C,120,AMD   210716C00120000,2021-07-16
AMD,C,125,AMD   210716C00125000,2021-07-16
AMD,C,130,AMD   210716C00130000,2021-07-16
AMD,P,60,AMD   210716P00060000,2021-07-16
AMD,P,65,AMD   210716P00065000,2021-07-16
AMD,P,67.5,AMD   210716P00067500,2021-07-16
AMD,P,70,AMD   210716P00070000,2021-07-16
AMD,P,72.5,AMD   210716P00072500,2021-07-16
AMD,P,75,AMD   210716P00075000,2021-07-16
AMD,P,77.5,AMD   210716P00077500,2021-07-16
AMD,P,80,AMD   210716P00080000,2021-07-16
AMD,P,81.63,"",2021-07-16
AMD,P,82.5,AMD   210716P00082500,2021-07-16
AMD,P,85,AMD   210716P00085000,2021-07-16
AMD,P,87.5,AMD   210716P00087500,2021-07-16
AMD,P,90,AMD   210716P00090000,2021-07-16
AMD,C,75,AMD   210820C00075000,2021-08-20
AMD,C,77.5,AMD   210820C00077500,2021-08-20
AMD,C,80,AMD   210820C00080000,2021-08-20
AMD,C,81.63,"",2021-08-20
AMD,C,82.5,AMD   210820C00082500,2021-08-20
AMD,C,85,AMD   210820C00085000,2021-08-20
AMD,C,87.5,AMD   210820C00087500,2021-08-20
AMD,C,90,AMD   210820C00090000,2021-08-20
AMD,C,95,AMD   210820C00095000,2021-08-20
AMD,C,100,AMD   210820C00100000,2021-08-20
AMD,C,110,AMD   210820C00110000,2021-08-20
AMD,P,65,AMD   210820P00065000,2021-08-20
AMD,P,70,AMD   210820P00070000,2021-08-20
AMD,P,72.5,AMD   210820P00072500,2021-08-20
AMD,P,75,AMD   210820P00075000,2021-08-20
AMD,P,77.5,AMD   210820P00077500,2021-08-20
AMD,P,80,AMD   210820P00080000,2021-08-20
AMD,P,81.63,"",2021-08-20
AMGN,C,236.88,"",2021-06-18
AMGN,C,250,AMGN  210618C00250000,2021-06-18
AMGN,C,265,AMGN  210618C00265000,2021-06-18
AMGN,C,236.88,"",2021-07-16
AMGN,C,250,AMGN  210716C00250000,2021-07-16
AMGN,P,220,AMGN  210716P00220000,2021-07-16
AMGN,P,236.88,"",2021-07-16
AMGN,P,240,AMGN  210716P00240000,2021-07-16
AMPE,C,1.77,"",2021-06-18
AMPE,C,2,AMPE  210618C00002000,2021-06-18
AMPE,C,1.5,AMPE  210716C00001500,2021-07-16
AMPE,C,1.77,"",2021-07-16
AMPE,C,2,AMPE  210716C00002000,2021-07-16
AMPE,C,2.5,AMPE  210716C00002500,2021-07-16
AMPE,C,5,AMPE  210716C00005000,2021-07-16
AMPY,C,3.77,"",2021-07-16
AMPY,C,5,AMPY  210716C00005000,2021-07-16
AMRN,C,4,AMRN  210618C00004000,2021-06-18
AMRN,C,4.45,"",2021-06-18
AMRN,C,5,AMRN  210618C00005000,2021-06-18
AMRN,C,6,AMRN  210618C00006000,2021-06-18
AMRN,C,7,AMRN  210618C00007000,2021-06-18
AMRN,C,8,AMRN  210618C00008000,2021-06-18
AMRN,C,10,AMRN  210618C00010000,2021-06-18
AMRN,C,13,AMRN  210618C00013000,2021-06-18
AMRN,P,4.45,"",2021-06-18
AMRN,P,5,AMRN  210618P00005000,2021-06-18
AMRS,C,8,AMRS  210618C00008000,2021-06-18
AMRS,C,11,AMRS  210618C00011000,2021-06-18
AMRS,C,14.98,"",2021-06-18
AMRS,C,15,AMRS  210618C00015000,2021-06-18
AMRS,C,16,AMRS  210618C00016000,2021-06-18
AMRS,C,20,AMRS  210618C00020000,2021-06-18
AMRS,C,22,AMRS  210618C00022000,2021-06-18
AMRS,C,30,AMRS  210618C00030000,2021-06-18
AMRS,P,14,AMRS  210618P00014000,2021-06-18
AMRS,P,14.98,"",2021-06-18
AMRX,P,5,AMRX  210618P00005000,2021-06-18
AMRX,P,5.47,"",2021-06-18
AMT,C,250,AMT   210618C00250000,2021-06-18
AMT,C,265.63,"",2021-06-18
AMT,P,230,AMT   210618P00230000,2021-06-18
AMT,P,265.63,"",2021-06-18
AMTX,C,12.53,"",2021-07-16
AMTX,C,15,AMTX  210716C00015000,2021-07-16
AMTX,C,20,AMTX  210716C00020000,2021-07-16
AMWL,C,12.65,"",2021-06-18
AMWL,C,15,AMWL  210618C00015000,2021-06-18
AMWL,C,17.5,AMWL  210618C00017500,2021-06-18
AMWL,C,20,AMWL  210618C00020000,2021-06-18
AMWL,C,25,AMWL  210618C00025000,2021-06-18
AMWL,C,30,AMWL  210618C00030000,2021-06-18
AMWL,C,40,AMWL  210618C00040000,2021-06-18
AMWL,P,12.65,"",2021-06-18
AMWL,P,17.5,AMWL  210618P00017500,2021-06-18
AMZN,C,3100,AMZN  210618C03100000,2021-06-18
AMZN,C,3200,AMZN  210618C03200000,2021-06-18
AMZN,C,3208.46,"",2021-06-18
AMZN,C,3250,AMZN  210618C03250000,2021-06-18
AMZN,C,3300,AMZN  210618C03300000,2021-06-18
AMZN,C,3350,AMZN  210618C03350000,2021-06-18
AMZN,C,3400,AMZN  210618C03400000,2021-06-18
AMZN,C,3500,AMZN  210618C03500000,2021-06-18
AMZN,C,3510,AMZN  210618C03510000,2021-06-18
AMZN,C,3550,AMZN  210618C03550000,2021-06-18
AMZN,C,4000,AMZN  210618C04000000,2021-06-18
AMZN,C,5300,AMZN  210618C05300000,2021-06-18
AMZN,P,2000,AMZN  210618P02000000,2021-06-18
AMZN,P,2900,AMZN  210618P02900000,2021-06-18
AMZN,P,3000,AMZN  210618P03000000,2021-06-18
AMZN,P,3050,AMZN  210618P03050000,2021-06-18
AMZN,P,3100,AMZN  210618P03100000,2021-06-18
AMZN,P,3200,AMZN  210618P03200000,2021-06-18
AMZN,P,3208.46,"",2021-06-18
AMZN,P,3250,AMZN  210618P03250000,2021-06-18
AMZN,P,3300,AMZN  210618P03300000,2021-06-18
AMZN,P,3400,AMZN  210618P03400000,2021-06-18
AMZN,C,3100,AMZN  210716C03100000,2021-07-16
AMZN,C,3200,AMZN  210716C03200000,2021-07-16
AMZN,C,3208.46,"",2021-07-16
AMZN,C,3250,AMZN  210716C03250000,2021-07-16
AMZN,C,3300,AMZN  210716C03300000,2021-07-16
AMZN,C,3350,AMZN  210716C03350000,2021-07-16
AMZN,C,3400,AMZN  210716C03400000,2021-07-16
AMZN,C,3500,AMZN  210716C03500000,2021-07-16
AMZN,C,3600,AMZN  210716C03600000,2021-07-16
AMZN,C,4000,AMZN  210716C04000000,2021-07-16
AMZN,P,2850,AMZN  210716P02850000,2021-07-16
AMZN,P,3208.46,"",2021-07-16
ANF,C,39.6,"",2021-06-18
ANF,C,40,ANF   210618C00040000,2021-06-18
ANF,C,42,ANF   210618C00042000,2021-06-18
ANGI,C,13.65,"",2021-06-18
ANGI,C,15,ANGI  210618C00015000,2021-06-18
ANGI,C,13.65,"",2021-08-20
ANGI,C,22.5,ANGI  210820C00022500,2021-08-20
ANGI,P,13.65,"",2021-08-20
ANGI,P,15,ANGI  210820P00015000,2021-08-20
ANIK,C,46.08,"",2021-06-18
ANIK,C,55,ANIK  210618C00055000,2021-06-18
AON,C,250,AON   210618C00250000,2021-06-18
AON,C,251.06,"",2021-06-18
AON,C,260,AON   210618C00260000,2021-06-18
AON,C,280,AON   210618C00280000,2021-06-18
AON,C,240,AON   210716C00240000,2021-07-16
AON,C,251.06,"",2021-07-16
AON,C,270,AON   210716C00270000,2021-07-16
APA,C,20,APA   210618C00020000,2021-06-18
APA,C,22.5,APA   210618C00022500,2021-06-18
APA,C,23.49,"",2021-06-18
APA,C,25,APA   210618C00025000,2021-06-18
APA,P,17.5,APA   210618P00017500,2021-06-18
APA,P,23.49,"",2021-06-18
APA,C,17.5,APA   210716C00017500,2021-07-16
APA,C,20,APA   210716C00020000,2021-07-16
APA,C,22.5,APA   210716C00022500,2021-07-16
APA,C,23.49,"",2021-07-16
APA,C,25,APA   210716C00025000,2021-07-16
APA,P,12.5,APA   210716P00012500,2021-07-16
APA,P,15,APA   210716P00015000,2021-07-16
APA,P,17.5,APA   210716P00017500,2021-07-16
APA,P,23.49,"",2021-07-16
APD,C,305.23,"",2021-06-18
APD,C,310,APD   210618C00310000,2021-06-18
APD,C,305.23,"",2021-07-16
APD,C,310,APD   210716C00310000,2021-07-16
APO,P,35,APO   210618P00035000,2021-06-18
APO,P,43,APO   210618P00043000,2021-06-18
APO,P,45,APO   210618P00045000,2021-06-18
APO,P,50,APO   210618P00050000,2021-06-18
APO,P,57.47,"",2021-06-18
APPS,C,67.8,"",2021-06-18
APPS,C,70,APPS  210618C00070000,2021-06-18
APPS,C,85,APPS  210618C00085000,2021-06-18
APPS,C,125,APPS  210618C00125000,2021-06-18
APPS,P,30,APPS  210618P00030000,2021-06-18
APPS,P,40,APPS  210618P00040000,2021-06-18
APPS,P,50,APPS  210618P00050000,2021-06-18
APPS,P,55,APPS  210618P00055000,2021-06-18
APPS,P,65,APPS  210618P00065000,2021-06-18
APPS,P,67.8,"",2021-06-18
APPS,C,67.8,"",2021-07-16
APPS,C,70,APPS  210716C00070000,2021-07-16
APTV,C,145,APTV  210716C00145000,2021-07-16
APTV,C,159.84,"",2021-07-16
APTV,P,145,APTV  210716P00145000,2021-07-16
APTV,P,159.84,"",2021-07-16
AQB,C,5,AQB   210618C00005000,2021-06-18
AQB,C,5.67,"",2021-06-18
AQB,C,7.5,AQB   210618C00007500,2021-06-18
AQB,C,10,AQB   210618C00010000,2021-06-18
AQB,C,12.5,AQB   210618C00012500,2021-06-18
AQB,P,5,AQB   210618P00005000,2021-06-18
AQB,P,5.67,"",2021-06-18
AQMS,C,3.42,"",2021-06-18
AQMS,C,5,AQMS  210618C00005000,2021-06-18
AQMS,C,2.5,AQMS  210716C00002500,2021-07-16
AQMS,C,3.42,"",2021-07-16
AQMS,C,5,AQMS  210716C00005000,2021-07-16
AQMS,C,7.5,AQMS  210716C00007500,2021-07-16
AQMS,C,10,AQMS  210716C00010000,2021-07-16
AQMS,P,2.5,AQMS  210716P00002500,2021-07-16
AQMS,P,3.42,"",2021-07-16
AQUA,C,30,AQUA  210618C00030000,2021-06-18
AQUA,C,32.38,"",2021-06-18
AR,C,10,AR    210618C00010000,2021-06-18
AR,C,11,AR    210618C00011000,2021-06-18
AR,C,13,AR    210618C00013000,2021-06-18
AR,C,13.03,"",2021-06-18
AR,C,14,AR    210618C00014000,2021-06-18
AR,C,7,AR    210820C00007000,2021-08-20
AR,C,8,AR    210820C00008000,2021-08-20
AR,C,9,AR    210820C00009000,2021-08-20
AR,C,10,AR    210820C00010000,2021-08-20
AR,C,12,AR    210820C00012000,2021-08-20
AR,C,13.03,"",2021-08-20
AR,C,15,AR    210820C00015000,2021-08-20
ARDX,C,6.76,"",2021-06-18
ARDX,C,7.5,ARDX  210618C00007500,2021-06-18
ARDX,C,6.76,"",2021-07-16
ARDX,C,7.5,ARDX  210716C00007500,2021-07-16
ARLP,C,6.41,"",2021-06-18
